open_time,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2020-01-01,129.16,133.05,128.68,130.77,144770.52197,18952318.5320643,75888,71847.93883,9407940.1610683
2020-01-02,130.72,130.78,126.38,127.19,213757.05806,27486853.3948215,96193,105830.56192,13615064.5687285
2020-01-03,127.19,135.14,125.88,134.35,413055.18895,54139288.2165768,162310,227899.25531,29863547.6212013
2020-01-04,134.37,135.85,132.5,134.2,184276.17102,24641135.568953,95488,85809.67556,11476955.5946946
2020-01-05,134.2,138.19,134.19,135.37,254120.45343,34593687.6032748,115106,126786.52057,17260443.9704219
2020-01-06,135.37,144.41,134.86,144.15,408020.27375,57400544.487257,159866,199544.89847,28085835.7185572
2020-01-07,144.14,145.31,138.76,142.8,447762.17281,63861666.4047594,188444,224063.89164,31981440.0921426
2020-01-08,142.8,147.77,137.03,140.72,570465.57764,81184999.7319576,229912,282151.20995,40157986.5699953
2020-01-09,140.76,141.5,135.3,137.74,366076.06569,50611452.5846448,152241,185916.38689,25716637.968512
2020-01-10,137.73,145.17,135.32,144.84,409403.59507,57377525.5626822,167313,212395.40493,29753335.7909026
2020-01-11,144.83,148.05,142.09,142.38,368350.57939,53149360.5617478,156488,189781.12128,27384707.929052
2020-01-12,142.4,146.6,141.76,146.54,229541.86137,33112850.8222346,110842,112369.46853,16214587.1291772
2020-01-13,146.56,147.0,142.27,143.58,207996.61865,29888095.3670508,102544,99446.20096,14292973.1970495
2020-01-14,143.58,171.7,143.51,165.64,1108476.31186,173492006.2482075,321408,569410.84447,89171070.3995408
2020-01-15,165.6,171.98,159.2,166.4,721687.80381,119239937.9299424,251183,350727.96393,57992191.9811916
2020-01-16,166.4,167.4,157.8,164.21,456170.86719,74038650.829131,179108,221669.39628,35985561.1310417
2020-01-17,164.24,174.81,162.14,169.85,767180.67853,129909265.2561568,273867,375143.01514,63553850.7345358
2020-01-18,169.92,179.5,164.92,174.14,688783.17982,119388338.7524942,240660,350447.01511,60783310.6690849
2020-01-19,174.1,178.05,161.66,166.79,624681.28604,105691368.8196623,203953,307350.63954,51957534.8530924
2020-01-20,166.79,169.33,161.24,166.87,358092.8841,59292534.7174649,130615,181828.1952,30119285.6562597
2020-01-21,166.86,170.32,164.8,169.49,308007.6353,51615232.5669897,125609,154669.56313,25916761.6211741
2020-01-22,169.48,171.47,166.03,168.07,272240.90286,45903134.1629132,111017,131183.80623,22137225.7737462
2020-01-23,168.07,168.2,159.21,162.81,373414.34985,60971659.7745824,150875,179121.31926,29244864.7637871
2020-01-24,162.85,164.45,155.55,162.54,430013.19902,68980724.0604947,145668,201937.83641,32428806.0050069
2020-01-25,162.51,162.79,157.61,160.35,219921.65197,35196608.3063368,95448,114622.44585,18335347.1616516
2020-01-26,160.36,168.08,159.41,167.86,251582.55758,41239031.3379062,116628,135644.6268,22253874.8712268
2020-01-27,167.91,172.56,165.22,170.08,365894.81917,61846624.6145389,157072,183012.1978,30945679.5186838
2020-01-28,170.04,176.2,170.03,175.64,473433.89609,81649497.4929489,178990,249252.61532,42996095.5594356
2020-01-29,175.58,178.45,173.33,173.72,317382.90161,55988230.2743514,145062,151440.50706,26718161.1062369
2020-01-30,173.68,187.0,170.93,184.69,477721.6609,85164074.082316,189458,241401.15381,43057387.7511888
2020-01-31,184.71,185.82,175.22,179.99,385596.53365,69633052.2826392,157597,182789.87905,33021337.9561111
2020-02-01,179.94,184.28,179.23,183.6,259370.12902,47263178.0667823,124149,125544.78709,22884938.0460562
2020-02-02,183.63,193.43,179.1,188.44,552621.13619,104105613.5587851,222425,280248.03436,52807627.8038155
2020-02-03,188.48,195.19,186.62,189.69,417175.95781,79336312.5246923,181726,213868.71408,40681548.2464329
2020-02-04,189.74,191.6,184.69,188.91,366389.69686,68720832.6152937,173353,174776.24193,32795529.6534851
2020-02-05,188.91,207.61,188.19,203.78,550942.11417,108659358.5359186,241415,291264.24776,57410798.3246293
2020-02-06,203.78,216.33,201.02,213.19,608240.2233,127874220.8146868,276196,302771.02677,63669109.1242611
2020-02-07,213.16,225.0,213.14,223.33,629361.15466,138524804.2175759,268274,313125.9063,68898379.2782687
2020-02-08,223.36,227.75,213.22,223.05,548551.87465,122069507.6551116,257281,277426.26209,61749990.2200408
2020-02-09,223.01,230.65,222.86,228.49,350336.24399,79674647.0001999,183735,172523.02255,39249445.3995473
2020-02-10,228.53,229.4,216.37,222.89,510415.49949,113385288.9503017,232617,255575.45007,56800747.205157
2020-02-11,222.89,239.15,218.17,236.69,595576.90276,135863928.6243058,250241,309901.3087,70710866.2284784
2020-02-12,236.69,275.34,236.69,265.74,1038073.74782,266734296.5502973,415316,521382.12082,133916108.0162091
2020-02-13,265.74,277.69,256.08,268.32,1089679.1537,291533156.0916954,422008,539389.59743,144330540.7388708
2020-02-14,268.34,287.15,260.28,285.15,734944.32266,201120424.5832201,309022,380703.78554,104184138.4392392
2020-02-15,285.11,288.41,261.86,264.88,860813.14274,236287101.0986771,348934,419793.2113,115254803.5105833
2020-02-16,264.91,274.0,237.41,258.85,1110118.46395,286269166.2814369,416082,526993.06165,135974874.7741805
2020-02-17,258.89,268.77,242.0,267.85,1110371.39094,280371301.7549917,417529,542125.21208,136867563.5306377
2020-02-18,267.9,285.88,258.0,282.61,1115523.43992,304162263.306139,431799,550241.0207,150109585.6524815
2020-02-19,282.64,285.0,251.56,258.45,705973.72988,191887955.7583483,298048,343303.10692,93329064.5080645
2020-02-20,258.44,264.33,245.34,256.96,972969.71691,249383114.0110113,373551,494884.31858,126895480.4339393
2020-02-21,256.97,268.24,253.61,265.27,525827.8734,137848242.4279305,214306,269791.13743,70748990.1970725
2020-02-22,265.32,266.81,256.0,261.57,313062.52133,81781388.3193534,136810,156822.35067,40974857.939117
2020-02-23,261.55,275.68,261.02,274.48,444740.82883,120024058.9719663,178464,225478.68725,60845374.1984494
